Lon,Lat,TOCflux
-165,-56,103.0279848
-165,-54,111.537568
-165,-52,127.5329824
-165,-50,137.1659705
-165,-48,131.2656696
-165,-46,132.908286
-165,-44,126.3259177
-165,-42,113.3654484
-165,-40,103.5557779
-165,-38,90.56082002
-165,-36,93.43545721
-165,-34,102.3580363
-165,-32,103.7099931
-165,-30,99.67940929
-165,-28,97.96487642
-165,-26,104.1020772
-165,-24,107.2695198
-165,-22,56.49221322
-165,-20,62.81361057
-165,-18,92.72001845
-165,-16,97.58779185
-165,-14,110.2290918
-165,-12,120.1076179
-165,-10,141.5034063
-165,-8,139.3742208
-165,-6,134.2720026
-165,-4,142.0004768
-165,-2,147.9577432
-165,0,142.201125
-165,1,122.653831
-165,3,109.5311747
-165,5,134.7128227
-165,7,122.9956271
-165,9,106.7858748
-165,11,74.60250849
-165,13,59.18944782
-165,15,97.69947685
-165,17,117.6961284
-165,19,79.08564494
-165,21,50.11837117
-165,23,37.54876399
-165,25,31.05313979
-165,27,44.30827227
-165,29,46.6802393
-165,31,29.59606338
-165,33,68.98334634
-165,35,109.6666094
-165,37,140.5286767
-165,39,152.9994973
-165,41,145.244165
-165,43,135.3752402
-165,45,133.5346996
-165,47,134.4715151
-165,49,131.7186078
-165,51,136.8367874
-165,53,133.1686355
-165,55,131.6064073
-165,57,114.3161559
-165,59,119.6768118
-165,61,0
-165,63,0
-165,65,0
-165,67,7.205399307
-165,69,70.29860311
-165,71,64.81414093
-165,73,60.65108596
-165,75,33.59592543
-165,77,19.17002426
-165,79,21.54191904
-165,81,4.953765823
-165,83,5.478333038
-165,85,6.19130127
-165,87,7.002343137
-165,89,0
-163,-90,0
-163,-88,0
-163,-86,0
-163,-84,0
-163,-82,0
-163,-80,0
-163,-78,66.59630567
-163,-76,60.61282728
-163,-74,64.07691345
-163,-72,76.13932286
-163,-70,74.86117996
-163,-68,86.47953016
-163,-66,99.90853184
-163,-64,109.1453094
-163,-62,95.21069971
-163,-60,92.76688819
-163,-58,95.55705964
-163,-56,101.9845044
-163,-54,108.5608458
-163,-52,120.1644886
-163,-50,131.7586407
-163,-48,127.4757726
-163,-46,133.3981142
-163,-44,124.8750906
-163,-42,116.4531338
-163,-40,100.674693
-163,-38,87.01243954
-163,-36,86.95517711
-163,-34,97.15199
-163,-32,99.14786504
-163,-30,96.49115648
-163,-28,86.29481966
-163,-26,102.7217088
-163,-24,99.38582084
-163,-22,48.44249097
-163,-20,88.85232958
-163,-18,86.45433725
-163,-16,99.11846268
-163,-14,117.880873
-163,-12,119.2761483
-163,-10,142.1713113
-163,-8,138.2552296
-163,-6,134.1357546
-163,-4,144.0950708
-163,-2,147.8171325
-163,0,139.9459
-163,1,119.2182802
-163,3,99.91084533
-163,5,124.190392
-163,7,113.1843286
-163,9,95.52765849
-163,11,80.6315577
-163,13,70.65888897
-163,15,91.15179232
-163,17,113.1203852
-163,19,73.13973466
-163,21,41.67218162
-163,23,33.37006055
-163,25,28.07525674
-163,27,39.45706761
-163,29,47.64499858
-163,31,25.47489611
-163,33,56.69621405
-163,35,90.52364132
-163,37,123.7670705
-163,39,140.7874225
-163,41,136.6417479
-163,43,131.5170999
-163,45,130.3208123
-163,47,129.8816966
-163,49,128.7414571
-163,51,127.680824
-163,53,100.9349243
-163,55,100.1605356
-163,57,88.18365678
-163,59,101.2154429
-163,61,0
-163,63,0
-163,65,0
-163,67,0
-163,69,0
-163,71,72.31762813
-163,73,39.19602704
-163,75,30.92007804
-163,77,21.96931271
-163,79,4.703000871
-163,81,4.999357205
-163,83,5.48985718
-163,85,6.160725807
-163,87,6.967975322
-163,89,0
-161,-90,0
-161,-88,0
-161,-86,0
-161,-84,0
-161,-82,0
-161,-80,0
-161,-78,70.88766826
-161,-76,67.16443891
-161,-74,61.13757133
-161,-72,74.32830063
-161,-70,76.8590141
-161,-68,84.0296921
-161,-66,95.2850017
-161,-64,107.7710343
-161,-62,92.61430161
-161,-60,94.43709668
-161,-58,97.18091074
-161,-56,101.5953263
-161,-54,104.0560381
-161,-52,117.2431604
-161,-50,127.377292
-161,-48,123.4748893
-161,-46,135.8765937
-161,-44,130.5952042
-161,-42,124.7548373
-161,-40,104.7868258
-161,-38,89.09173465
-161,-36,85.19995069
-161,-34,85.19708557
-161,-32,97.49537516
-161,-30,91.26065095
-161,-28,91.49518393
-161,-26,96.16986395
-161,-24,66.97604661
-161,-22,84.98713233
-161,-20,80.6073071
-161,-18,80.10012549
-161,-16,98.16205713
-161,-14,119.944534
-161,-12,121.7366074
-161,-10,141.4035352
-161,-8,135.002613
-161,-6,135.8978337
-161,-4,146.4705568
-161,-2,147.7842446
-161,0,139.9010674
-161,1,116.8190785
-161,3,92.35973031
-161,5,114.8783909
-161,7,110.4638778
-161,9,94.24365266
-161,11,75.40410664
-161,13,63.38133123
-161,15,80.14087293
-161,17,105.0189048
-161,19,70.15038849
-161,21,39.20956047
-161,23,33.35806926
-161,25,27.15432696
-161,27,36.86322888
-161,29,55.41575236
-161,31,24.5636091
-161,33,43.34141156
-161,35,77.725756
-161,37,110.7909959
-161,39,127.7659125
-161,41,132.4393649
-161,43,127.2889416
-161,45,127.4958479
-161,47,127.485722
-161,49,128.1668929
-161,51,128.4673443
-161,53,122.7973089
-161,55,118.1081805
-161,57,90.58074978
-161,59,0
-161,61,0
-161,63,0
-161,65,0
-161,67,0
-161,69,0
-161,71,82.75264039
-161,73,42.25938779
-161,75,25.08411738
-161,77,20.85671082
-161,79,4.748492781
-161,81,5.047307013
-161,83,5.509612393
-161,85,6.134633997
-161,87,6.93391463
-161,89,0
-159,-90,0
-159,-88,0
-159,-86,0
-159,-84,0
-159,-82,0
-159,-80,0
-159,-78,71.99155778
-159,-76,84.77192128
-159,-74,42.25765088
-159,-72,74.24133427
-159,-70,80.97789249
-159,-68,85.49243067
-159,-66,92.09976425
-159,-64,105.2299783
-159,-62,95.7400011
-159,-60,96.05468702
-159,-58,95.34631567
-159,-56,99.4011723
-159,-54,102.1021275
-159,-52,114.248766
-159,-50,118.4903753
-159,-48,122.8837576
-159,-46,135.692925
-159,-44,137.211525
-159,-42,126.3808008
-159,-40,108.8146857
-159,-38,90.84880427
-159,-36,84.07450096
-159,-34,81.53254288
-159,-32,88.97982395
-159,-30,88.5010751
-159,-28,95.41792011
-159,-26,99.6826528
-159,-24,53.27436605
-159,-22,88.12679477
-159,-20,81.80093914
-159,-18,80.55141328
-159,-16,97.99130675
-159,-14,114.4614034
-159,-12,122.9852471
-159,-10,143.3116036
-159,-8,135.9323325
-159,-6,138.4033143
-159,-4,149.032844
-159,-2,149.9306746
-159,0,142.8500121
-159,1,124.2850456
-159,3,94.03941309
-159,5,110.2619374
-159,7,108.3240317
-159,9,87.71166389
-159,11,73.22493055
-159,13,63.92280115
-159,15,74.35769537
-159,17,91.09729605
-159,19,49.15625391
-159,21,43.95972892
-159,23,49.48891574
-159,25,38.05274667
-159,27,46.84432222
-159,29,65.72836126
-159,31,29.7792516
-159,33,39.10736441
-159,35,69.57313896
-159,37,101.8740423
-159,39,123.4473222
-159,41,127.4156312
-159,43,125.9512148
-159,45,125.5222361
-159,47,124.0128918
-159,49,125.9464067
-159,51,127.7668175
-159,53,125.9605224
-159,55,162.0831858
-159,57,96.04993612
-159,59,0
-159,61,0
-159,63,0
-159,65,0
-159,67,0
-159,69,0
-159,71,82.98431942
-159,73,45.15890205
-159,75,25.38228339
-159,77,22.68338281
-159,79,4.780855328
-159,81,5.096307795
-159,83,5.530490849
-159,85,6.114786506
-159,87,6.902792874
-159,89,0
-157,-90,0
-157,-88,0
-157,-86,0
-157,-84,0
-157,-82,0
-157,-80,0
-157,-78,73.89760424
-157,-76,67.62949006
-157,-74,43.20465978
-157,-72,64.15146516
-157,-70,83.56034764
-157,-68,89.21221622
-157,-66,93.33588134
-157,-64,104.5550213
-157,-62,97.81653736
-157,-60,95.49284658
-157,-58,99.3764698
-157,-56,99.0363631
-157,-54,101.3379332
-157,-52,108.838048
-157,-50,115.8069402
-157,-48,125.6453919
-157,-46,136.0651786
-157,-44,137.7221779
-157,-42,120.2785506
-157,-40,104.5831732
-157,-38,94.27702995
-157,-36,81.91111224
-157,-34,77.13658066
-157,-32,83.83059777
-157,-30,84.64558938
-157,-28,89.80587772
-157,-26,98.13387552
-157,-24,92.43537275
-157,-22,87.26575162
-157,-20,82.89787369
-157,-18,76.07012039
-157,-16,94.46877982
-157,-14,112.4895836
-157,-12,116.4556821
-157,-10,141.0440141
-157,-8,139.9644868
-157,-6,140.3909003
-157,-4,152.121894
-157,-2,153.373812
-157,0,146.347539
-157,1,126.1871667
-157,3,96.61460315
-157,5,108.9607224
-157,7,106.8959969
-157,9,86.79789597
-157,11,71.56497529
-157,13,60.28682669
-157,15,64.5730891
-157,17,68.74911132
-157,19,46.11634928
-157,21,51.22160872
-157,23,81.87034763
-157,25,73.52780347
-157,27,58.68545703
-157,29,72.8736253
-157,31,38.01782103
-157,33,37.01185145
-157,35,64.50710283
-157,37,93.65904843
-157,39,120.0246589
-157,41,126.0620833
-157,43,123.4898491
-157,45,120.9965101
-157,47,124.6151399
-157,49,123.2523094
-157,51,121.022916
-157,53,117.2675756
-157,55,162.4687873
-157,57,0
-157,59,0
-157,61,0
-157,63,0
-157,65,0
-157,67,0
-157,69,0
-157,71,47.41306964
-157,73,50.74312731
-157,75,22.36693809
-157,77,31.24708125
-157,79,4.809480216
-157,81,5.139280465
-157,83,5.553814169
-157,85,6.098565252
-157,87,6.874974532
-157,89,0
-155,-90,0
-155,-88,0
-155,-86,0
-155,-84,0
-155,-82,0
-155,-80,0
-155,-78,63.45612991
-155,-76,70.55357649
-155,-74,43.67509965
-155,-72,71.46238963
-155,-70,81.01377159
-155,-68,90.32501296
-155,-66,96.41462293
-155,-64,103.247015
-155,-62,100.909941
-155,-60,96.06295433
-155,-58,101.6409091
-155,-56,100.8631267
-155,-54,100.4409812
-155,-52,108.3328111
-155,-50,117.04111
-155,-48,124.7487489
-155,-46,134.8666922
-155,-44,133.1174102
-155,-42,120.2217428
-155,-40,106.7906381
-155,-38,100.4206792
-155,-36,89.94263501
-155,-34,74.73491955
-155,-32,80.18651921
-155,-30,82.88871402
-155,-28,84.46580722
-155,-26,84.4159995
-155,-24,94.99344174
-155,-22,87.56184787
-155,-20,87.86245859
-155,-18,77.62909771
-155,-16,95.22874211
-155,-14,101.019284
-155,-12,112.0919107
-155,-10,140.1254855
-155,-8,141.6159876
-155,-6,144.0626374
-155,-4,154.3216204
-155,-2,152.7342888
-155,0,148.9968058
-155,1,133.6814899
-155,3,101.9383765
-155,5,109.9196981
-155,7,106.0047798
-155,9,88.26057513
-155,11,71.07632852
-155,13,60.38377352
-155,15,54.52367792
-155,17,55.1994479
-155,19,0
-155,21,70.94192076
-155,23,100.1113357
-155,25,93.0795023
-155,27,67.07590179
-155,29,75.8300416
-155,31,45.66728495
-155,33,36.03444412
-155,35,60.26827932
-155,37,89.31089568
-155,39,112.9331473
-155,41,123.5660993
-155,43,124.4595962
-155,45,123.0812271
-155,47,125.1439631
-155,49,121.1922938
-155,51,117.3173411
-155,53,113.3362504
-155,55,152.2082357
-155,57,0
-155,59,0
-155,61,0
-155,63,0
-155,65,0
-155,67,0
-155,69,0
-155,71,42.08101662
-155,73,25.06599164
-155,75,20.9489324
-155,77,28.1314913
-155,79,4.841441438
-155,81,5.169544679
-155,83,5.565908864
-155,85,6.084625099
-155,87,6.849735891
-155,89,0
-153,-90,0
-153,-88,0
-153,-86,0
-153,-84,0
-153,-82,0
-153,-80,0
-153,-78,57.8998619
-153,-76,58.85318485
-153,-74,40.95940666
-153,-72,69.87400569
-153,-70,84.47014816
-153,-68,94.38704282
-153,-66,97.28753883
-153,-64,98.7556166
-153,-62,103.3804472
-153,-60,100.669436
-153,-58,102.4083009
-153,-56,101.8120626
-153,-54,99.19244133
-153,-52,110.3926722
-153,-50,116.983144
-153,-48,125.1543563
-153,-46,132.7859874
-153,-44,127.9491473
-153,-42,122.4555785
-153,-40,112.3480342
-153,-38,107.895726
-153,-36,94.82836153
-153,-34,76.0202078
-153,-32,78.3563887
-153,-30,81.43354532
-153,-28,80.61275058
-153,-26,75.09858816
-153,-24,88.51231951
-153,-22,90.92831767
-153,-20,100.8505872
-153,-18,83.56713639
-153,-16,88.791302
-153,-14,99.92120743
-153,-12,114.5282805
-153,-10,139.4514329
-153,-8,140.7084805
-153,-6,146.5882569
-153,-4,152.6952343
-153,-2,146.1118503
-153,0,149.8526305
-153,1,136.6026852
-153,3,106.3371852
-153,5,108.1230513
-153,7,109.4019361
-153,9,85.58496189
-153,11,71.90738738
-153,13,61.37432596
-153,15,53.77242628
-153,17,51.46349879
-153,19,47.43940245
-153,21,75.95113371
-153,23,91.12246697
-153,25,84.83495077
-153,27,65.97017919
-153,29,79.77628282
-153,31,51.55199247
-153,33,33.07833208
-153,35,57.9523938
-153,37,87.68056655
-153,39,110.1465097
-153,41,119.7319861
-153,43,123.657661
-153,45,118.8568144
-153,47,119.2481791
-153,49,118.0160843
-153,51,111.2575873
-153,53,101.4570284
-153,55,134.015245
-153,57,0
-153,59,0
-153,61,0
-153,63,0
-153,65,0
-153,67,0
-153,69,0
-153,71,37.02602553
-153,73,23.94081189
-153,75,19.55949158
-153,77,24.87129002
-153,79,4.866798271
