No,Lon,Lat,Month,MLD,Temp_WOA,Sal_WOA,DO_WOA,Si_WOA,NO3_WOA,PO4_WOA,Chla,GPP,CR,NCP,NCP_corr
112,-37,22,6,36,24.66160965,37.35448837,216.0065765,0.467762113,0.15791288,0.027606206,0.0456963760331709,71.19,76.135,-4.945,15.46910532
113,-40,29,6,18,24.04870987,37.00181198,217.2475433,0.658441305,0.052714281,0.069965079,0.0374248312072752,19.98,34.805,-14.825,-5.872932556
114,-43,31,6,21,23.81729126,36.73008728,224.5173492,0.867073596,0.008403219,0.07011693,0.0481470150747799,55.885,76.275,-20.39,-0.846478481
115,-43,34,6,15,22.31679916,36.43519974,229.816391,0.920577765,0,0.053503897,0.0867748247317926,78.875,67.055,11.82,26.78019608
116,112,20,6,14,28.60930061,33.80478668,208.0373688,1.884892344,0.258331329,0.302988052,0.164783602776496,93.7,75.45,18.25,30.35653825
117,116,20,6,15,28.38609123,33.63541031,206.0072021,4.583958149,0.145496324,0.271047682,0.202429046484026,108.62,90.29,18.33,35.64708884
118,118,22,6,25,27.45820999,33.50898743,214.2559052,5.687157631,0.013519118,0.358697683,0.429874230099962,55.5,62.375,-6.875,6.105493638
119,19,35,6,15,22.63159943,38.50708771,218.647644,1.584457159,0.062568292,0.065923363,0.0776590341919957,321.31,547.57,-226.26,-89.10625947
120,20,36,6,11,22.48851013,38.55641174,215.2476654,2.886510372,0.23338981,0.112532392,0.0810047255404163,156.78,233.16,-76.38,-19.84987058
121,22,36,6,12,22.40151024,38.87171173,223.2074585,1.213780761,0.151215643,0.056856919,0.101527346820946,475.57,611.2,-135.63,12.06386008
122,6,69,6,27,8.421290398,35.14859009,315.8904419,4.300387383,4.833150864,0.438642979,0.72606041796549,379.825,43.475,336.35,343.2715119
123,8,72,6,13,5.786699772,35.04940033,342.2507935,4.504714966,6.571276188,0.512188435,0.698882939392015,117.245,33.94,83.305,91.13075451
124,-13,72,7,10,2.742710114,32.56718826,369.8032837,3.853013515,0.41444844,0.345063388,0.426409555185172,50.44,55.47,-5.03,9.893938664
125,-158,22,7,42,25.89199066,35.06261063,207.3560791,0.962610602,0.023599688,0.097772926,0.062944947835058,74.65833333,80.78333333,-6.125,17.63236247
126,-3,78,7,11,1.90399003,32.92411041,371.0857239,3.952934265,1.824034214,0.439359844,0.520548604805403,231.42,253.1,-21.68,40.35850504
127,-8,74,7,10,3.460200071,33.05620956,360.0879517,3.255779028,1.163861513,0.350153476,0.608329614355332,71.84,59.91,11.93,28.8217211
128,2,79,7,15,2.319809914,33.55188751,364.9703674,3.425781965,2.14446044,0.366928488,0.451686135550626,58.05,228.3,-170.25,-109.4608193
129,5,42,7,14,21.76239014,37.84970093,221.031311,0.406858951,1.298067093,0.11122144,0.162817253482838,35.2333333333333,46.4833333333333,-11.25,-1.17475762666667
130,6,40,7,12,23.9187088,37.60861206,218.4351654,0.838354826,0.310888708,0.057286602,0.0985692876701554,6.5,27,-20.5,-15.08087111
131,-15,27,8,28,23.007450105,36.50743866,217.19480135,1.395480692,0.0063756255,0.1355824285,0.329152193862117,91.4125,125.31,-33.8975,-9.04479207
132,-155,28,8,32,25.62482961,35.3948593133333,214.037562033333,2.02156953,0.0593859553333333,0.0671801776666667,0.0554800332420402,34.75,50.55,-15.8,-1.725183369
133,-158,22,8,45,26.38969994,35.10781097,205.6499634,1.407800674,0.061890237,0.175120622,0.0649709135914842,59.9,98.06666667,-38.16666667,-11.12564147
134,-16,27,8,34,23.22229004,36.57069016,215.9182434,1.282389402,0,0.11785496,0.166065071105506,56.7,29.35,27.35,33.99217518
135,111,18,8,26,29.36520004,33.97331238,199.9607239,8.095858574,0.277954757,0.075175352,0.113497304957774,69.225,127.2,-57.975,-33.06927066
136,112,19,8,26,29.36520004,33.97331238,199.9607239,8.095858574,0.277954757,0.075175352,0.110970000695023,49.4,197.8,-148.4,-110.1505733
137,113,20,8,25,29.17779922,33.35508728,200.7686462,9.170215607,0.651268363,0.121137939,0.15052801248514,178.5,237.875,-59.375,-13.772469
138,116,18,8,25,29.39768982,33.57828903,188.638855,7.765491009,0.639068842,0.127124637,0.0896501160226762,90.165,129.585,-39.42,-14.07065372
139,-11,31,9,20,22.50369072,36.50698853,234.6611633,0.886789501,0.386132807,0.136155054,0.671825424323065,221.05,85.225,135.825,147.7374979
