No,Date,Lon,Lat,Depth,GPP,CR,NCP,Reference,Source
1415,2016/10/31,130,2,25,0.5,0.82,-0.32,Huang et 2019b,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1416,2016/10/31,130,2,50,1.03,0.87,0.16,Huang et 2019b,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1417,2016/10/31,130,2,73,1.18,0.75,0.44,Huang et 2019b,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1418,2016/10/31,130,2,100,0.37,0.94,-0.57,Huang et 2019b,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1419,2012/7/1,117.86,23.65,0,4.07,6.64,-2.57,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1420,2012/7/1,117.86,23.65,10,0.97,6.66,-5.69,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1421,2012/7/1,117.86,23.65,34,0,5.21,-5.21,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1422,2012/7/3,117.03,22.93,0,2.73,4.86,-2.13,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1423,2012/7/3,117.03,22.93,10,1.24,4.71,-3.47,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1424,2012/7/3,117.03,22.93,34,0,3.09,-3.09,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1425,2012/7/30,116.55,22.28,0,6.38,16.53,-10.15,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1426,2012/7/30,116.55,22.28,23,1.38,2.09,-0.71,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1427,2012/7/30,116.55,22.28,30,0.96,3.59,-2.63,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1428,2012/8/3,116,18.11,0,0.39,0.55,-0.16,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1429,2012/8/3,116,18.11,2,0.41,3.68,-3.27,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1430,2012/8/3,116,18.11,63,2.52,0.43,2.09,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1431,2012/8/8,113.86,20.02,0,10.19,6.74,3.45,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1432,2012/8/8,113.86,20.02,25,0.04,4.15,-4.11,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1433,2012/8/8,113.86,20.02,50,4.01,3.99,0.02,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1434,2012/8/9,112.73,21.25,0,8.5,5.07,3.43,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1435,2012/8/9,112.73,21.25,13,0.82,1.29,-0.47,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1436,2012/8/9,112.73,21.25,23,5.36,1.63,3.73,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1437,2012/8/11,112.3,19.2,0,2.86,7.12,-4.26,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1438,2012/8/11,112.3,19.2,25,0.52,5.12,-4.6,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1439,2012/8/11,112.3,19.2,35,0.91,3.84,-2.93,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1440,2012/8/12,111.12,19.61,0,4.98,6.03,-1.05,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1441,2012/8/12,111.12,19.61,15,0.79,5.65,-4.86,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1442,2012/8/12,111.12,19.61,36,0.74,3.29,-2.55,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1443,2012/8/13,111.68,18.74,0,1.56,3.03,-1.47,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1444,2012/8/13,111.68,18.74,30,1.84,3.24,-1.4,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1445,2012/8/13,111.68,18.74,45,0.59,1.18,-0.59,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1446,2012/8/14,110.72,18.97,0,5.06,1.45,3.61,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1447,2012/8/14,110.72,18.97,15,4.65,3.23,1.42,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1448,2012/8/14,110.72,18.97,20,6.9,0.31,6.59,Wang et 2012,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1449,2004/10/26,-141.24,-8.4,0,5.74,0.64,5.1,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1450,2004/10/26,-141.24,-8.4,15,9.53,2.23,7.3,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1451,2004/10/26,-141.24,-8.4,20,3.7,0.7,3,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1452,2004/10/26,-141.24,-8.4,30,3.37,1,2.37,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1453,2004/10/26,-141.24,-8.4,50,3.09,1.14,1.95,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1454,2004/10/26,-141.24,-8.4,60,0.1,0.9,-0.8,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1455,2004/10/28,-141.28,-8.33,0,24.59,1.45,23.14,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1456,2004/10/28,-141.28,-8.33,10,4.96,1,3.96,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1457,2004/10/28,-141.28,-8.33,15,3.06,1.54,1.52,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1458,2004/10/28,-141.28,-8.33,20,2.71,1.97,0.74,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1459,2004/10/28,-141.28,-8.33,30,1.93,1.43,0.5,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1460,2004/10/28,-141.28,-8.33,60,1.55,1.13,0.42,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1461,2004/10/31,-136.85,-9,0,1.77,0.37,1.4,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1462,2004/10/31,-136.85,-9,20,2.43,0.71,1.72,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1463,2004/10/31,-136.85,-9,30,1.27,0.53,0.74,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1464,2004/10/31,-136.85,-9,40,1.01,0.63,0.38,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1465,2004/10/31,-136.85,-9,60,0.12,0.34,-0.22,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1466,2004/10/31,-136.85,-9,80,0.22,0.33,-0.11,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1467,2004/12/11,-114.01,-25.97,0,0.11,0.72,-0.61,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1468,2004/12/11,-114.01,-25.97,40,0.12,0.76,-0.64,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1469,2004/12/11,-114.01,-25.97,90,0.29,0.25,0.04,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1470,2004/12/11,-114.01,-25.97,170,0.26,0.26,0,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1471,2004/12/11,-114.01,-25.97,200,0.15,0.45,-0.3,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1472,2004/11/14,-114.02,-26.03,0,0.89,0.62,0.27,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1473,2004/11/14,-114.02,-26.03,30,0.93,0.71,0.22,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1474,2004/11/14,-114.02,-26.03,50,0.6,0.6,0,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1475,2004/11/14,-114.02,-26.03,70,0.19,0.4,-0.21,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1476,2004/11/14,-114.02,-26.03,90,0.2,0.36,-0.16,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1477,2004/12/7,-73.36,-33.61,0,28.9,2.1,26.8,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1478,2004/12/7,-73.36,-33.61,10,23.4,2.2,21.2,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1479,2004/12/7,-73.36,-33.61,20,10.2,2.1,8.1,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1480,2004/12/7,-73.36,-33.61,30,1.22,1.5,-0.28,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1481,2004/12/7,-73.36,-33.61,40,1.1,6.3,-5.2,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1482,2004/12/9,-72.41,-34.54,50,0.5,6,-5.5,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1483,2004/12/9,-72.41,-34.54,0,12.7,3.6,9.1,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1484,2004/12/9,-72.41,-34.54,25,1,7.6,-6.6,F. Van Wambeke-2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1485,1991/12/21,38,-64,0,1.1,1.1,0,Tsuneo Odate 2002,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1486,1991/12/21,38,-64,15,0.5,0.9,-0.5,Tsuneo Odate 2002,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1487,1991/12/21,38,-64,30,0.5,0.6,-0.2,Tsuneo Odate 2002,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1488,1991/12/21,38,-64,50,0.1,0.4,-0.3,Tsuneo Odate 2002,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1489,1992/2/29,37,-64,0,2.8,2,0.8,Tsuneo Odate 2002,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1490,1992/2/29,37,-64,15,2.1,1.8,0.3,Tsuneo Odate 2002,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1491,1992/2/29,37,-64,50,1.8,1.6,0.1,Tsuneo Odate 2002,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1492,2006/9/9,119.61,-4.24,0,9.75,5.92,3.83,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1493,2006/9/9,119.61,-4.24,2,9.57,6.4,3.17,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1494,2006/9/9,119.61,-4.24,5,9.31,6.5,2.81,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1495,2006/9/10,119.61,-4.24,0,15.99,6.89,9.1,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1496,2006/9/10,119.61,-4.24,5,15.32,6.85,8.47,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1497,2006/9/10,119.61,-4.24,10,12.69,7.17,5.52,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1498,2006/9/11,119.61,-4.24,0,23.57,5.98,17.59,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1499,2006/9/11,119.61,-4.24,3,21.92,5.41,16.51,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1500,2006/9/11,119.61,-4.24,8,19.6,7.24,12.36,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1501,2007/3/7,119.61,-4.24,0,10.58,5.67,4.91,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1502,2007/3/7,119.61,-4.24,3,7.84,4.4,3.44,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1503,2007/3/7,119.61,-4.24,8,11.32,7.24,4.08,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1504,2006/8/23,105.22,-5.66,0,7.18,5.35,1.83,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1505,2006/8/23,105.22,-5.66,6,7.76,7.64,0.12,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1506,2006/8/23,105.22,-5.66,11,7.69,8.75,-1.06,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1507,2006/8/23,105.22,-5.66,15,1.15,5.21,-4.06,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1508,2006/8/24,105.22,-5.66,0,13.86,6.3,7.56,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1509,2006/8/24,105.22,-5.66,4,8.15,4.6,3.55,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1510,2006/8/24,105.22,-5.66,15,4.3,4.6,-0.3,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1511,2007/3/18,105.22,-5.66,0,22.69,9.19,13.5,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1512,2007/3/18,105.22,-5.66,3,18.71,9.38,9.33,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1513,2007/3/18,105.22,-5.66,8,7.57,9.22,-1.65,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1514,2007/3/19,105.22,-5.66,0,17.46,6.75,10.71,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1515,2007/3/19,105.22,-5.66,3,13.74,8.04,5.7,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1516,2007/3/19,105.22,-5.66,8,8.22,8.86,-0.64,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1517,2007/10/16,146.14,-18.39,0,16.55,9.42,7.13,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1518,2007/10/16,146.14,-18.39,2,11.73,9.21,2.52,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1519,2007/10/16,146.14,-18.39,0,18.78,8.73,10.05,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1520,2007/10/16,146.14,-18.39,2,13.62,8.11,5.51,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1521,2007/10/24,146.14,-18.39,0,28.69,8.32,20.37,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1522,2007/10/24,146.14,-18.39,2,14.23,7.96,6.27,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1523,2007/10/24,146.14,-18.39,0,31.34,8.17,23.17,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1524,2007/10/24,146.14,-18.39,2,16.28,7.96,8.32,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1525,2007/10/24,146.14,-18.39,0,15.56,8.76,6.8,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1526,2007/10/24,146.14,-18.39,2,15.36,8.13,7.23,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1527,2008/2/20,146.14,-18.39,0,30.72,13.62,17.1,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1528,2008/2/20,146.14,-18.39,1,12.67,12,0.67,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1529,2008/2/20,146.14,-18.39,0,27.78,14.96,12.82,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1530,2008/2/20,146.14,-18.39,1,5.68,14.48,-8.8,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1531,2008/2/27,146.14,-18.39,0,66.6,16.23,50.37,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1532,2008/2/27,146.14,-18.39,1,8.07,12.58,-4.51,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1533,2008/2/27,146.14,-18.39,0,37.45,13.97,23.48,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1534,2008/2/27,146.14,-18.39,1,9.88,12.68,-2.8,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1535,2005/8/16,130.21,-11.65,3,16.6,10.21,6.39,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1536,2005/8/16,130.21,-11.64,1,22.21,9.06,13.15,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1537,2005/8/16,130.21,-11.64,3,3.02,8.34,-5.32,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1538,2005/8/16,130.21,-11.64,1,20.81,10.39,10.42,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1539,2005/8/16,130.21,-11.64,3,20.2,8.24,11.96,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1540,2005/8/16,130.21,-11.65,1,25.16,11.97,13.19,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1541,2005/8/16,130.21,-11.65,3,6.19,11.28,-5.09,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1542,2006/2/24,130.21,-11.64,0,14.03,12.61,1.42,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1543,2006/2/24,130.21,-11.64,3,5.62,8.76,-3.14,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1544,2006/2/24,130.21,-11.64,0,20.46,11.96,8.5,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1545,2006/2/24,130.21,-11.64,3,10.99,8.13,2.86,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1546,2006/2/24,130.21,-11.65,0,21.39,11.1,10.29,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1547,2006/2/24,130.21,-11.65,3,6.87,7.74,-0.87,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1548,2006/2/24,130.21,-11.65,0,20.48,9.26,11.22,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1549,2004/2/14,130.8,-12.47,0,30.22,4.11,26.11,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1550,2004/2/14,130.8,-12.47,3,25.26,4.11,21.15,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1551,2004/2/14,130.8,-12.47,6,11.9,4.17,7.73,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1552,2004/2/16,130.85,-12.55,0,21.39,10.28,11.11,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1553,2004/2/16,130.85,-12.55,3,20.72,5.09,15.63,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1554,2004/2/16,130.85,-12.55,6,4.64,3.91,0.73,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1555,2004/2/19,130.8,-12.47,0,17.54,2.72,14.82,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1556,2004/2/19,130.8,-12.47,3,21.88,4.6,17.28,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1557,2004/2/19,130.8,-12.47,7,11.63,4.77,6.86,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1558,2004/2/20,130.83,-12.5,0,37.81,9.42,28.39,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1559,2004/2/20,130.83,-12.5,3,56.01,5,51.01,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1560,2004/2/20,130.83,-12.5,6,31.2,3.44,27.76,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1561,2004/10/14,130.8,-12.47,0,9.57,3.3,6.27,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1562,2004/10/14,130.8,-12.47,1,13.35,3.17,10.18,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1563,2004/10/14,130.8,-12.47,5,8.05,3.3,4.75,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1564,2004/10/15,130.83,-12.5,0,13.54,3.9,9.64,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1565,2004/10/15,130.83,-12.5,1,15.91,3.01,12.9,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1566,2004/10/15,130.83,-12.5,5,9.56,2.51,7.05,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1567,2004/10/16,130.8,-12.52,0,12.1,4.13,7.97,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1568,2004/10/16,130.8,-12.52,1,15.7,4.61,11.09,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1569,2004/10/16,130.8,-12.52,4,7.3,3.46,3.84,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1570,2004/10/17,130.85,-12.55,0,22.91,4.88,18.03,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1571,2004/10/17,130.85,-12.55,1,25.43,3.36,22.07,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1572,2004/10/17,130.85,-12.55,4,14.68,3.66,11.02,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1573,2004/10/18,130.85,-12.55,0,20.89,3.74,17.15,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1574,2004/10/18,130.85,-12.55,1,22.54,3.18,19.36,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1575,2004/10/18,130.85,-12.55,4,12.32,2.2,10.12,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
1576,2006/2/19,130.8,-12.47,0,19.65,4.77,14.88,"McKinnon, A. David et 2017 FMR",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
