No,Date,Lon,Lat,Depth,GPP,CR,NCP,Reference,Source
1,2000/3/17,-15.5,28.7,0,0.51,1.67,-1.16,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2,2000/3/17,-15.5,28.7,20,0.32,1.57,-1.25,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
3,2000/3/17,-15.5,28.7,40,1.02,2.57,-1.55,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
4,2000/3/17,-15.5,28.7,60,1.06,1.81,-0.75,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
5,2000/3/17,-15.5,28.7,80,0.36,2.39,-2.03,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
6,1991/3/13,-16.1,27.8,0,1.44,1.44,0,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
7,1991/3/13,-16.1,27.8,30,1.8,0.72,1.08,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
8,1991/3/13,-16.1,27.8,50,0.84,0.48,0.36,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
9,1991/3/13,-16.1,27.8,75,0,0.48,-0.5,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
10,1991/3/11,-15.6,27.5,0,1.68,2.4,-0.72,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
11,1991/3/11,-15.6,27.5,25,2.64,2.64,0,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
12,1991/3/11,-15.6,27.5,50,0.72,2.64,-1.92,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
13,1991/3/11,-15.6,27.5,75,0.48,2.4,-1.92,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
14,1999/8/17,-13.34,27.82,0,8.6,7.33,1.27,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
15,1999/8/17,-13.34,27.82,10,9.37,6.69,2.68,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
16,1999/8/17,-13.34,27.82,15,4.94,7.2,-2.26,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
17,1999/8/17,-13.34,27.82,20,1.23,4.7,-3.47,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
18,1999/8/17,-13.34,27.82,30,0.34,1.56,-1.22,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
19,1999/8/17,-13.34,27.82,40,0.5,1.5,-1,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
20,1999/8/11,-14.11,27.51,0,1.94,2.85,-0.91,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
21,1999/8/11,-14.11,27.51,15,1.71,1.97,-0.26,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
22,1999/8/11,-14.11,27.51,30,2.32,1.8,0.52,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
23,1999/8/11,-14.11,27.51,45,2.54,1.69,0.85,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
24,1999/8/11,-14.11,27.51,67,0,0.75,-0.75,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
25,1999/8/11,-14.11,27.51,90,0.03,0.58,-0.5,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
26,1999/8/22,-14.61,27.67,0,1.76,1.81,-0.05,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
27,1999/8/22,-14.61,27.67,25,0.48,1.66,-1.18,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
28,1999/8/22,-14.61,27.67,32,1.02,1.9,-0.88,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
29,1999/8/22,-14.61,27.67,50,0.84,1.3,-0.46,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
30,1999/8/22,-14.61,27.67,75,0,0.43,-0.4,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
31,1999/8/22,-14.61,27.67,100,0,0.5,-0.5,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
32,1999/8/24,-15.1,27.8,0,1,0.89,0.11,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
33,1999/8/24,-15.1,27.8,20,1.17,0.81,0.36,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
34,1999/8/24,-15.1,27.8,30,1.53,0.23,1.3,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
35,1999/8/24,-15.1,27.8,40,2.77,1.2,1.57,Javier Aristegui Unpublished data,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
36,1992/9/29,-10.43,31,0,8.05,1.87,6.17,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
37,1992/9/29,-10.43,31,5,5.31,2.33,2.98,Aristegui & Harrison 2003 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
38,1992/9/29,-10.43,31,10,3.39,1.94,1.45,Aristegui & Harrison 2004 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
39,1992/9/29,-10.43,31,15,4.78,2.47,2.31,Aristegui & Harrison 2005 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
40,1992/9/29,-10.43,31,20,3.91,2.54,1.37,Aristegui & Harrison 2006 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
41,1992/9/29,-10.43,31,30,2.1,2.35,-0.25,Aristegui & Harrison 2007 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
42,1992/9/30,-10.51,31,0,8.92,2.62,6.31,Aristegui & Harrison 2008 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
43,1992/9/30,-10.51,31,5,8.78,2.83,5.95,Aristegui & Harrison 2009 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
44,1992/9/30,-10.51,31,10,7.52,3.31,4.21,Aristegui & Harrison 2010 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
45,1992/9/30,-10.51,31,30,4,1.08,2.92,Aristegui & Harrison 2011 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
46,1992/9/30,-10.51,31,40,0.17,1.39,-1.22,Aristegui & Harrison 2012 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
47,1992/10/1,-10.6,31.2,0,8.04,1.92,6.12,Aristegui & Harrison 2013 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
48,1992/10/1,-10.6,31.2,5,5.57,1.51,4.06,Aristegui & Harrison 2014 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
49,1992/10/1,-10.6,31.2,10,3.97,1.13,2.85,Aristegui & Harrison 2015 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
50,1992/10/1,-10.6,31.2,20,4.11,1.8,2.31,Aristegui & Harrison 2016 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
51,1992/10/1,-10.6,31.2,30,3.51,2.23,1.28,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
52,1992/10/1,-10.6,31.2,40,0.15,1.22,-1.07,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
53,1992/10/2,-10.72,31.21,0,7.52,2.69,4.83,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
54,1992/10/2,-10.72,31.21,5,7.57,3.41,4.16,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
55,1992/10/2,-10.72,31.21,10,4.07,1.82,2.25,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
56,1992/10/2,-10.72,31.21,20,4.83,2.16,2.67,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
57,1992/10/2,-10.72,31.21,30,1.75,1.78,-0.03,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
58,1992/10/5,-10.84,31.24,0,11.85,1.87,9.98,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
59,1992/10/5,-10.84,31.24,5,16.9,1.87,15.03,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
60,1992/10/5,-10.84,31.24,10,13,1.92,11.08,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
61,1992/10/5,-10.84,31.24,20,6.11,2.45,3.66,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
62,1992/10/5,-10.84,31.24,30,1.72,2.4,-0.68,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
63,1992/10/5,-10.84,31.24,40,0.66,2.74,-2.08,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
64,1992/10/6,-10.97,31.24,0,12.79,1.85,10.94,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
65,1992/10/6,-10.97,31.24,5,14.07,1.99,12.07,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
66,1992/10/6,-10.97,31.24,10,8.8,1.25,7.55,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
67,1992/10/6,-10.97,31.24,20,3.11,1.7,1.41,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
68,1992/10/6,-10.97,31.24,30,1.77,1.2,0.57,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
69,1992/10/6,-10.97,31.24,40,0.9,2.57,-1.67,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
70,1992/10/7,-11.08,31.17,0,2.91,1.22,1.69,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
71,1992/10/7,-11.08,31.17,5,8.14,2.04,6.1,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
72,1992/10/7,-11.08,31.17,10,2.64,1.2,1.44,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
73,1992/10/7,-11.08,31.17,20,2.12,1.34,0.78,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
74,1992/10/7,-11.08,31.17,30,1.22,1.92,-0.7,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
75,1992/10/7,-11.08,31.17,40,0.79,1.8,-1.01,Aristegui & Harrison 2002 MEPS,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
76,1997/4/30,-49.8,-35.65,0,0.29,0.47,-0.18,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
77,1997/4/30,-49.8,-35.65,20,0.18,0.05,0.13,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
78,1997/4/30,-49.8,-35.65,60,0.12,0.03,0.08,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
79,1997/5/2,-42.6,-29.3,0,0.75,0.19,0.55,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
80,1997/5/2,-42.6,-29.3,80,0.54,0.93,-0.38,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
81,1997/5/2,-42.6,-29.3,100,1.86,0.11,1.75,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
82,1997/5/4,-36.62,-22.15,0,1.64,5.15,-3.51,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
83,1997/5/4,-36.62,-22.15,110,0.28,1.12,-0.84,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
84,1997/5/4,-36.62,-22.15,130,0.05,0.8,-0.75,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
85,1997/5/6,-32.83,-14.1,0,2.05,7.58,-5.53,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
86,1997/5/6,-32.83,-14.1,60,0.62,12.91,-12.29,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
87,1997/5/6,-32.83,-14.1,130,1.45,3.46,-2.02,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
88,1997/5/8,-29.1,-5.9,0,0.32,0.37,-0.04,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
89,1997/5/8,-29.1,-5.9,110,0.41,1.2,-0.79,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
90,1997/5/8,-29.1,-5.9,120,0.26,0.65,-0.39,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
91,1997/5/10,-25.62,1.88,0,2.55,3.24,-0.68,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
92,1997/5/10,-25.62,1.88,40,5.56,11.86,-6.3,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
93,1997/5/10,-25.62,1.88,72,3.26,8.93,-5.67,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
94,1997/5/11,-23.63,6.07,0,3.27,3.59,-0.32,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
95,1997/5/11,-23.63,6.07,40,1.53,0.22,1.31,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
96,1997/5/11,-23.63,6.07,75,0.93,1.91,-0.98,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
97,1997/5/13,-20.98,13.73,0,3.83,0.79,3.04,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
98,1997/5/13,-20.98,13.73,30,8.2,10.46,-2.27,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
99,1997/5/13,-20.98,13.73,55,1.66,4.1,-2.43,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
100,1997/5/15,-21.55,22.17,0,3.44,0.34,3.1,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
101,1997/5/15,-21.55,22.17,40,1.67,0.55,1.12,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
102,1997/5/15,-21.55,22.17,53,2.88,2.97,-0.09,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
103,1997/5/18,-21.3,33.72,7,4.77,1.23,3.53,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
104,1997/5/18,-21.3,33.72,90,4.36,1.87,2.49,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
105,1997/5/18,-21.3,33.72,130,4.91,1.55,3.36,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
106,1997/5/18,-20.95,36.4,0,0.83,0.58,0.25,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
107,1997/5/18,-20.95,36.4,60,2.06,1.72,0.34,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
108,1997/5/18,-20.95,36.4,85,1.03,1.15,-0.12,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
109,1997/5/23,-13.99,48.06,0,15.36,4.21,11.15,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
110,1997/5/23,-13.99,48.06,20,2.44,4.83,-2.39,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
111,1997/5/23,-13.99,48.06,35,7.75,4.08,3.67,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
112,1997/5/24,-8.8,49,0,5.46,0.95,4.51,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
113,1997/5/24,-8.8,49,20,6.94,1.44,5.5,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
114,1997/5/24,-8.8,49,40,1.64,0.24,1.4,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
115,1997/10/13,-51.92,-38.83,0,3.62,1.65,1.97,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
116,1997/10/13,-51.92,-38.83,30,3.59,1.28,2.32,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
117,1997/10/13,-51.92,-38.83,50,0.31,1.08,-0.76,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
118,1997/10/12,-48.85,-35.48,0,2.78,3.14,-0.36,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
119,1997/10/12,-48.85,-35.48,35,2.12,2.48,-0.36,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
120,1997/10/12,-48.85,-35.48,90,1.18,0.23,0.95,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
121,1997/10/9,-37.3,-23.9,0,1.4,0.62,0.78,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
122,1997/10/9,-37.3,-23.9,110,0.39,0.13,0.26,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
123,1997/10/9,-37.3,-23.9,180,0.28,0.19,0.09,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
124,1997/10/7,-32.35,-16.68,0,0.35,0.37,-0.03,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
125,1997/10/7,-32.35,-16.68,140,0.86,1.69,-0.83,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
126,1997/10/7,-32.35,-16.68,200,0.17,2.64,-2.47,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
127,1997/10/4,-27.37,-4.78,0,0.64,2.31,-1.68,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
128,1997/10/4,-27.37,-4.78,65,0.13,1.71,-1.59,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
129,1997/10/4,-27.37,-4.78,83,2.16,1.47,0.69,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
130,1997/10/1,-22.47,7.02,0,1.59,1.88,-0.29,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
131,1997/10/1,-22.47,7.02,48,2.71,1.28,1.44,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
132,1997/10/1,-22.47,7.02,60,0.24,0.65,-0.41,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
133,1997/9/28,-20.52,19.72,0,4.16,5.11,-0.95,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
134,1997/9/28,-20.52,19.72,30,3.1,4.96,-1.86,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
135,1997/9/28,-20.52,19.72,40,3.2,2.54,0.66,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
136,1997/9/27,-21,24.1,0,0.28,0.35,-0.06,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
137,1997/9/27,-21,24.1,40,0.93,2.14,-1.21,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
138,1997/9/27,-21,24.1,90,0.25,0.43,-0.18,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
139,1997/9/26,-20.97,29.03,0,0.96,1.8,-0.84,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
140,1997/9/26,-20.97,29.03,40,0.12,1.35,-1.24,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
141,1997/9/26,-20.97,29.03,120,0.01,0.28,-0.27,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
142,1997/9/22,-19.52,35.43,0,0.39,13.54,-13.14,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
143,1997/9/22,-19.52,35.43,85,0.23,1.22,-0.99,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
144,1997/9/22,-19.52,35.43,100,0.99,3.52,-2.53,"Gonzalez, Anadon & Maranon 2002 MEPS",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
145,1994/9/4,58.99,19.01,2.7,11.42,9.65,1.77,Robinson and Williams 1999 Deep Sea Research II 46 (3-4) 745-765 Data also held at the British Oceanographic Data Centre (www.bodc.ac.uk),https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
146,1994/9/4,58.99,19.01,7.6,3.5,4.1,-0.6,Robinson and Williams 1999 Deep Sea Research II 46 (3-4) 745-765 Data also held at the British Oceanographic Data Centre (www.bodc.ac.uk),https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
147,1994/9/4,58.99,19.01,14.6,1.71,4.88,-3.17,Robinson and Williams 1999 Deep Sea Research II 46 (3-4) 745-765 Data also held at the British Oceanographic Data Centre (www.bodc.ac.uk),https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
148,1994/9/4,58.99,19.01,37.5,0.41,5.29,-4.88,Robinson and Williams 1999 Deep Sea Research II 46 (3-4) 745-765 Data also held at the British Oceanographic Data Centre (www.bodc.ac.uk),https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
149,1994/9/11,62,16.03,0,4.06,2.84,1.22,Robinson and Williams 1999 Deep Sea Research II 46 (3-4) 745-765 Data also held at the British Oceanographic Data Centre (www.bodc.ac.uk),https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
